"brand_id","brand_name","brand_generic","brand_manufacturer","brand_use"
"","Tricid","[Aluminium Hydroxide ; Magnesium Hydroxide]","Kumudini Pharma ",""
"","Z Antacid","[Aluminium Hydroxide ; Magnesium Hydroxide]","Ziska Pharmaceuticals ",""
"","G Antacid","[Aluminium Hydroxide ; Magnesium Trisilicate]","Gonoshasthaya Pharmaceuticals ",""
"","G Antacid","[Aluminium Hydroxide ; Magnesium Trisilicate]","Gonoshasthaya Pharmaceuticals ",""
"","Locid","[Aluminium Hydroxide]","ACI ltd.",""
"","Locid","[Aluminium Hydroxide]","ACI ltd.",""
"","Locid Liquid","[Aluminium Hydroxide]","ACI ltd.",""
"","Stoma Suspension","[Aluminium Hydroxide]","Eskayef Bangladesh",""
"","Acedone-Z Plus","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Zenith Pharmaceuticals ",""
"","Alucil S","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Opsonin Pharma ",""
"","Amacid Plus Susp","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Incepta Pharmaceuticals ",""
"","Ancid DS Plus","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Renata ",""
"","Avlocid Plus","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","ACI ltd.",""
"","Biocid Plus","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Bio Pharma Laboratories ",""
"","Droxigel PLUS","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Modern Pharmaceuticals ",""
"","Epazel Plus","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Edruc ",""
"","Flatameal DS","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Beximco Pharmaceuticals ",""
"","Geludrox HS","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Drug International Ltd.",""
"","Magadrox PLUS","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","GA Company ",""
"","Neutral S","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Hallmark Pharmaceuticals ",""
"","Nocid PLUS","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Medimet Pharmaceuticals ",""
"","Oxecone S","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Acme Laboratories ",""
"","Peptacid","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Amico Laboratories ",""
"","Recocid Plus","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Rephco Pharmaceuticals ",""
"","Remacid PLUS","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Reman Drug Laboratories ",""
"","Stoma Gas Susp","[Aluminium Oxide ; Magnesium Hydroxide ; Simethicon]","Eskayef Bangladesh",""
"","Acedone Z","[Aluminium Oxide ; Magnesium Hydroxide]","Zenith Pharmaceuticals ",""
"","Acedone-Z","[Aluminium Oxide ; Magnesium Hydroxide]","Zenith Pharmaceuticals ",""
"","Acidrox","[Aluminium Oxide ; Magnesium Hydroxide]","Syntho Laboratories ",""
"","Acidrox-M","[Aluminium Oxide ; Magnesium Hydroxide]","Zenith Pharmaceuticals ",""
"","Algex","[Aluminium Oxide ; Magnesium Hydroxide]","Doctor's Chemicals Works ",""
"","Antanil","[Aluminium Oxide ; Magnesium Hydroxide]","Ibn Sina Pharmaceutical",""
"","Apedrox","[Aluminium Oxide ; Magnesium Hydroxide]","APC Pharma ",""
"","Biocid MH","[Aluminium Oxide ; Magnesium Hydroxide]","Bio Pharma Laboratories ",""
"","Cytocid","[Aluminium Oxide ; Magnesium Hydroxide]","Central Pharmaceutical ",""
"","Digel","[Aluminium Oxide ; Magnesium Hydroxide]","Aristopharma ",""
"","Dolocid","[Aluminium Oxide ; Magnesium Hydroxide]","Aexim Pharmaceuticals ",""
"","Droxigel S","[Aluminium Oxide ; Magnesium Hydroxide]","Modern Pharmaceuticals ",""
"","Duomeal","[Aluminium Oxide ; Magnesium Hydroxide]","Ad din Pharmaceuticals ",""
"","Gastolin","[Aluminium Oxide ; Magnesium Hydroxide]","Belsen Pharmaceuticals ",""
"","Gastrodyne","[Aluminium Oxide ; Magnesium Hydroxide]","Orion Pharma ",""
"","Genacid","[Aluminium Oxide ; Magnesium Hydroxide]","General Pharmaceuticals ",""
"","Hydrocid","[Aluminium Oxide ; Magnesium Hydroxide]","Millat Pharmaceuticals ",""
"","Lactameal","[Aluminium Oxide ; Magnesium Hydroxide]","Beximco Pharmaceuticals ",""
"","Magnogel","[Aluminium Oxide ; Magnesium Hydroxide]","Amico Laboratories ",""
"","Mucogel","[Aluminium Oxide ; Magnesium Hydroxide]","Medicon Pharmaceuticals ",""
"","Nocid N","[Aluminium Oxide ; Magnesium Hydroxide]","Medimet Pharmaceuticals ",""
"","Oxecone","[Aluminium Oxide ; Magnesium Hydroxide]","Acme Laboratories ",""
"","Pharmacid","[Aluminium Oxide ; Magnesium Hydroxide]","Pharmadesh Laboratories ",""
"","Seemacid MH","[Aluminium Oxide ; Magnesium Hydroxide]","Seema Pharmaceuticals ",""
"","Seemacid Plus","[Aluminium Oxide ; Magnesium Hydroxide]","Seema Pharmaceuticals ",""
"","Stomacid","[Aluminium Oxide ; Magnesium Hydroxide]","Ambee Pharmaceuticals ",""
"","Sugel","[Aluminium Oxide ; Magnesium Hydroxide]","Pacific Pharmaceuticals ",""
"","G Antacid","[Aluminium Oxide ; Magnesium Trisilicate]","Gonoshasthaya Pharmaceuticals ",""
"","Alve","[Alverine Citrate]","Orion Pharma ",""
"","Alverin","[Alverine Citrate]","Rangs Pharmaceuticals ",""
"","Dismonal","[Alverine Citrate]","Opsonin Pharma ",""
"","Somolax","[Alverine Citrate]","Incepta Pharmaceuticals ",""
"","Spasverin","[Alverine Citrate]","Beacon Pharmaceuticals ",""
"","Influ","[Amantadine Hydrochloride]","Peoples Pharma ",""
"","Influ","[Amantadine Hydrochloride]","Peoples Pharma ",""
"","Acorex","[Ambroxol]","Apex Pharmaceuticals ",""
"","Acorex","[Ambroxol]","Apex Pharmaceuticals ",""
"","Acticol","[Ambroxol]","Glaxo SmithKline Bangladesh ",""
"","Ambix","[Ambroxol]","Modern Pharmaceuticals ",""
"","Ambokof","[Ambroxol]","Novelta Bestway Pharmaceuticals ",""
"","Ambolos","[Ambroxol]","SN Pharmaceuticals ",""
"","Ambolyt","[Ambroxol]","Incepta Pharmaceuticals ",""
"","Ambolyt","[Ambroxol]","Incepta Pharmaceuticals ",""
"","Amboral","[Ambroxol]","Pharmadesh Laboratories ",""
"","Amboral","[Ambroxol]","Pharmadesh Laboratories ",""
"","Ambosil","[Ambroxol]","Silva Pharmaceuticals ",""
"","Ambosil","[Ambroxol]","Silva Pharmaceuticals ",""
"","Amboten","[Ambroxol]","Eskayef Bangladesh",""
"","Amboten PD","[Ambroxol]","Eskayef Bangladesh",""
"","Amboxol","[Ambroxol]","Kumudini Pharma ",""
"","Ambozin","[Ambroxol]","Rephco Pharmaceuticals ",""
"","Ambozin SR","[Ambroxol]","Rephco Pharmaceuticals ",""
"","Ambronil","[Ambroxol]","Orion Pharma ",""
"","Ambronil","[Ambroxol]","Orion Pharma ",""
"","Ambrosol","[Ambroxol]","Popular Pharmaceuticals ",""
"","Ambrotil","[Ambroxol]","Amico Laboratories ",""
"","Ambrox","[Ambroxol]","Square Pharmaceuticals ",""
"","Ambrox","[Ambroxol]","Square Pharmaceuticals ",""
"","Ambrox SR 75","[Ambroxol]","Square Pharmaceuticals ",""
"","Ambroxol","[Ambroxol]","Bio Pharma Laboratories ",""
"","Ambroxol","[Ambroxol]","Kumudini Pharma ",""
"","Ambroxol SR","[Ambroxol]","Bio Pharma Laboratories ",""
"","Ambryl","[Ambroxol]","RAK Pharmaceuticals ",""
"","Ambryl SF","[Ambroxol]","RAK Pharmaceuticals ",""
"","Amsiv","[Ambroxol]","Delta Pharma ",""
"","Aroxol PD","[Ambroxol]","Healthcare Pharmaceuticals ",""
"","Bilco","[Ambroxol]","Doctor's Chemicals Works ",""
"","Bilco","[Ambroxol]","Doctor's Chemicals Works ",""
"","Boxol","[Ambroxol]","Opsonin Pharma ",""
"","Boxol","[Ambroxol]","Opsonin Pharma ",""
"","Broculyt","[Ambroxol]","NIPRO JMI Pharma ",""
"","Bronchosil","[Ambroxol]","Apollo Pharmaceutical Laboratories ",""
"","Brox","[Ambroxol]","Navana Pharmaceuticals ",""
"","Broxidil","[Ambroxol]","Ziska Pharmaceuticals ",""
"","Broxolin","[Ambroxol]","Jayson Pharmaceuticals ",""
"","Broxolit","[Ambroxol]","Pacific Pharmaceuticals ",""
"","Dilyt","[Ambroxol]","Novo Healthcare and Pharma ",""
"","Femex","[Ambroxol]","Globe Pharmaceuticals ",""
"","Kufflin","[Ambroxol]","Desh Pharmaceuticals ",""
"","Leucofil","[Ambroxol]","Leon Pharmaceuticals ",""
"","Lytex","[Ambroxol]","Ibn Sina Pharmaceutical",""
"","Lytex","[Ambroxol]","Ibn Sina Pharmaceutical",""
"","Lytex SR","[Ambroxol]","Ibn Sina Pharmaceutical",""
"","Mbroxol","[Ambroxol]","Benham Pharmaceuticals ",""
"","Mubrox","[Ambroxol]","Hallmark Pharmaceuticals ",""
"","Mubrox","[Ambroxol]","Hallmark Pharmaceuticals ",""
"","Mucobrox","[Ambroxol]","Somatec Pharmaceuticals ",""
"","Mucobrox","[Ambroxol]","Somatec Pharmaceuticals ",""
"","Mucosol","[Ambroxol]","Beximco Pharmaceuticals ",""
"","Mucosol","[Ambroxol]","Beximco Pharmaceuticals ",""
"","Mucovan","[Ambroxol]","Ad din Pharmaceuticals ",""
"","Myrox","[Ambroxol]","ACI ltd.",""
"","Myrox S","[Ambroxol]","ACI ltd.",""
"","Neobrox","[Ambroxol]","Concord Pharmaceuticals ",""
"","Nexol","[Ambroxol]","Aristopharma ",""
"","Nexol","[Ambroxol]","Aristopharma ",""
"","Prokof","[Ambroxol]","Everest Pharmaceuticals ",""
"","Prokof","[Ambroxol]","Everest Pharmaceuticals ",""
"","Recof","[Ambroxol]","Renata ",""
"","Remap","[Ambroxol]","Monicopharma ",""
"","Resol","[Ambroxol]","Sharif Pharmaceuticals ",""
"","Rixol","[Ambroxol]","Medicon Pharmaceuticals ",""
"","Roxal","[Ambroxol]","Edruc ",""
"","Roxal","[Ambroxol]","Edruc ",""
"","Seebrox","[Ambroxol]","Seema Pharmaceuticals ",""
"","X-Cold","[Ambroxol]","Acme Laboratories ",""
"","X-Cold","[Ambroxol]","Acme Laboratories ",""
"","Amibac","[Amikacin]","Popular Pharmaceuticals ",""
"","Amibac","[Amikacin]","Popular Pharmaceuticals ",""
"","Amikacin IV/IM","[Amikacin]","Apex Pharmaceuticals ",""
"","Amikin","[Amikacin]","Incepta Pharmaceuticals ",""
"","Amikin","[Amikacin]","Incepta Pharmaceuticals ",""
"","Amimax","[Amikacin]","Bio Pharma Laboratories ",""
"","Amimax","[Amikacin]","Bio Pharma Laboratories ",""
"","Amistar IM/IV inj","[Amikacin]","Square Pharmaceuticals ",""
"","Amistar IM/IV inj","[Amikacin]","Square Pharmaceuticals ",""
"","Cinamak","[Amikacin]","Techno Drugs ",""
"","Cinamak","[Amikacin]","Techno Drugs ",""
"","Kacin","[Amikacin]","ACI ltd.",""
"","Kacin","[Amikacin]","ACI ltd.",""
"","Kacin","[Amikacin]","ACI ltd.",""
"","Mikacin","[Amikacin]","Aristopharma ",""
"","Mikacin","[Amikacin]","Aristopharma ",""
"","Psudonil","[Amikacin]","Drug International Ltd.",""
"","Psudonil","[Amikacin]","Drug International Ltd.",""
"","Amizide","[Amiloride Hydrochloride ; Hydrochlorothiazide]","Sanofi Aventis",""
"","Kaltide","[Amiloride Hydrochloride ; Hydrochlorothiazide]","ACI ltd.",""
"","Amilac IV","[Amino Acids 5 % & 10%]","Bio Pharma Laboratories ",""
"","Aminomax Gold IV","[Amino Acids 5 % & 10%]","Globe Pharmaceuticals ",""
"","Aminosin 				","[Amino Acids 5 % & 10%]","Ibn Sina Pharmaceutical",""
"","Aminosin Plus 	 		 	","[Amino Acids 5 % & 10%]","Ibn Sina Pharmaceutical",""
"","Aminosol 5 IV","[Amino Acids 5 % & 10%]","Opso Saline ",""
"","Aminosol gold VI 10%","[Amino Acids 5 % & 10%]","Opso Saline ",""
"","Aminosyn 10% 			 	 	","[Amino Acids 5 % & 10%]","Unimed & Unihealth Manufacturers ",""
"","Amisol gold VI 10%","[Amino Acids 5 % & 10%]","Popular Pharmaceuticals ",""
"","Amisol gold VI 10%","[Amino Acids 5 % & 10%]","Popular Pharmaceuticals ",""
"","Amisol IV","[Amino Acids 5 % & 10%]","Popular Pharmaceuticals ",""
"","Amisol IV","[Amino Acids 5 % & 10%]","Popular Pharmaceuticals ",""
"","Clinosol","[Amino Acids 5 % & 10%]","Opsonin Pharma ",""
"","Esamin IV","[Amino Acids 5 % & 10%]","Monicopharma ",""
"","Nutrilive IV","[Amino Acids 5 % & 10%]","Healthcare Pharmaceuticals ",""
"","Nutrimin IV","[Amino Acids 5 % & 10%]","Beximco Pharmaceuticals ",""
"","Powersol IV","[Amino Acids 5 % & 10%]","General Pharmaceuticals ",""
"","Proliv IV","[Amino Acids 5 % & 10%]","Orion Infusion ",""
"","Proliv IV","[Amino Acids 5 % & 10%]","Orion Infusion ",""
"","Prosol IV","[Amino Acids 5 % & 10%]","Incepta Pharmaceuticals ",""
"","Protinex gold VI 10%","[Amino Acids 5 % & 10%]","Eskayef Bangladesh",""
"","Protinex IV","[Amino Acids 5 % & 10%]","Eskayef Bangladesh",""
"","Repotyn 5% IV","[Amino Acids 5 % & 10%]","ACI ltd.",""
"","Repotyn max VI 10%","[Amino Acids 5 % & 10%]","ACI ltd.",""
"","Unisol VI 5%","[Amino Acids 5 % & 10%]","Ziska Pharmaceuticals ",""
"","Xemocid IV","[Amino Acids 5 % & 10%]","Beacon Pharmaceuticals ",""
"","Xemocid IV","[Amino Acids 5 % & 10%]","Beacon Pharmaceuticals ",""
"","Clinosol Gold IV","[Amino Acids 7 % ; Glucose and Electrolytes 10 %]","Opsonin Pharma ",""
"","Nutrimin-D IV","[Amino Acids 7 % ; Glucose and Electrolytes 10 %]","Beximco Pharmaceuticals ",""
"","Powersol Plus IV","[Amino Acids 7 % ; Glucose and Electrolytes 10 %]","General Pharmaceuticals ",""
"","Proliv Plus IV","[Amino Acids 7 % ; Glucose and Electrolytes 10 %]","Orion Infusion ",""
"","Caprolex","[Aminocaproic Acid]","Techno Drugs ",""
"","Caprolex","[Aminocaproic Acid]","Techno Drugs ",""
"","Caprolisin","[Aminocaproic Acid]","Pacific Pharmaceuticals ",""
"","E-Capro","[Aminocaproic Acid]","Edruc ",""
"","Hemolysin","[Aminocaproic Acid]","Chemist Laboratories ",""
"","Minocap","[Aminocaproic Acid]","ACI ltd.",""
"","Aminophylline","[Aminophylline]","Ambee Pharmaceuticals ",""
"","Aminophylline","[Aminophylline]","Ambee Pharmaceuticals ",""
"","Aminophylline","[Aminophylline]","Bristol Pharma ",""
"","Aminophylline","[Aminophylline]","Chemist Laboratories ",""
"","Aminophyllinum Retard","[Aminophylline]","Novartis",""
"","Brolin Retard","[Aminophylline]","Delta Pharma ",""
"","Filin","[Aminophylline]","Opsonin Pharma ",""
"","Filin","[Aminophylline]","Opsonin Pharma ",""
"","Indophyllin","[Aminophylline]","Indobangla Pharmaceuticals",""
"","Larnox LA","[Aminophylline]","Beximco Pharmaceuticals ",""
"","Minomal R","[Aminophylline]","Pacific Pharmaceuticals ",""
"","Minomal R","[Aminophylline]","Pacific Pharmaceuticals ",""
"","Minomal-R SR","[Aminophylline]","Pacific Pharmaceuticals ",""
"","Cardiron","[Amiodarone Hydrochloride]","Drug International Ltd.",""
"","Cordarone","[Amiodarone Hydrochloride]","Sanofi Aventis",""
"","Cordarone","[Amiodarone Hydrochloride]","Sanofi Aventis",""
"","Pacet","[Amiodarone Hydrochloride]","Beximco Pharmaceuticals ",""
"","Pacet","[Amiodarone Hydrochloride]","Beximco Pharmaceuticals ",""
"","Amilin","[Amitriptyline Hydrochloride]","Opsonin Pharma ",""
"","Amilin","[Amitriptyline Hydrochloride]","Opsonin Pharma ",""
"","Amit","[Amitriptyline Hydrochloride]","General Pharmaceuticals ",""
"","Amit","[Amitriptyline Hydrochloride]","General Pharmaceuticals ",""
"","Amitriptyline","[Amitriptyline Hydrochloride]","Glaxo SmithKline Bangladesh ",""
"","Amitriptyline","[Amitriptyline Hydrochloride]","Glaxo SmithKline Bangladesh ",""
"","Amtylin","[Amitriptyline Hydrochloride]","Edruc ",""
"","Amtylin","[Amitriptyline Hydrochloride]","Edruc ",""
"","Trip","[Amitriptyline Hydrochloride]","Medicon Pharmaceuticals ",""
"","Tryptin","[Amitriptyline Hydrochloride]","Square Pharmaceuticals ",""
"","Tryptin","[Amitriptyline Hydrochloride]","Square Pharmaceuticals ",""
"","Amlex","[Amlexanox]","ACI ltd.",""
"","Apsol","[Amlexanox]","Square Pharmaceuticals ",""
"","Sorex","[Amlexanox]","Eskayef Bangladesh",""
"","Aloten 5/25","[Amlodipine ;  Atenolol]","Kemiko Pharmaceuticals ",""
"","Aloten Forte","[Amlodipine ;  Atenolol]","Kemiko Pharmaceuticals ",""
"","Amdin PLUS 5/50","[Amlodipine ;  Atenolol]","Alco Pharma ",""
"","Amdocal PLUS 5/25","[Amlodipine ;  Atenolol]","Beximco Pharmaceuticals ",""
"","Amdocal PLUS 5/50","[Amlodipine ;  Atenolol]","Beximco Pharmaceuticals ",""
"","Amicard PLUS 5/50","[Amlodipine ;  Atenolol]","Aexim Pharmaceuticals ",""
"","Amlobet 5/50","[Amlodipine ;  Atenolol]","Sun Pharmaceutical",""
"","Amlocard PLUS 5/25","[Amlodipine ;  Atenolol]","Drug International Ltd.",""
"","Amlocard PLUS 5/50","[Amlodipine ;  Atenolol]","Drug International Ltd.",""
"","Amlosin PLUS","[Amlodipine ;  Atenolol]","Doctor's Chemicals Works ",""
"","Amloten 5/25","[Amlodipine ;  Atenolol]","Acme Laboratories ",""
"","Amloten 5/50","[Amlodipine ;  Atenolol]","Acme Laboratories ",""
"","Amlovas PLUS 5/50","[Amlodipine ;  Atenolol]","Popular Pharmaceuticals ",""
"","Amocal AT 5/25","[Amlodipine ;  Atenolol]","Opsonin Pharma ",""
"","Amocal AT 5/50","[Amlodipine ;  Atenolol]","Opsonin Pharma ",""
"","Ampil Plus 5/25","[Amlodipine ;  Atenolol]","White Horse Pharma",""
"","Ampre Plus","[Amlodipine ;  Atenolol]","Kumudini Pharma ",""
"","Amtinol Plus","[Amlodipine ;  Atenolol]","Euro Pharma ",""
"","Angical 25","[Amlodipine ;  Atenolol]","Apex Pharmaceuticals ",""
"","Angical 50","[Amlodipine ;  Atenolol]","Apex Pharmaceuticals ",""
"","Atepine 5/50","[Amlodipine ;  Atenolol]","Pharmadesh Laboratories ",""
"","Atezen Plus","[Amlodipine ;  Atenolol]","Zenith Pharmaceuticals ",""
"","Betacal 5/50","[Amlodipine ;  Atenolol]","Orion Pharma ",""
"","Betanol-A 25","[Amlodipine ;  Atenolol]","Sanofi Aventis",""
"","Betanol-A 50","[Amlodipine ;  Atenolol]","Sanofi Aventis",""
"","Bpnol PLUS 5/50","[Amlodipine ;  Atenolol]","Delta Pharma ",""
"","Calbeta 5/25","[Amlodipine ;  Atenolol]","Unimed & Unihealth Manufacturers ",""
"","Calbeta 5/50","[Amlodipine ;  Atenolol]","Unimed & Unihealth Manufacturers ",""
"","Calchek PLUS 5/50","[Amlodipine ;  Atenolol]","General Pharmaceuticals ",""
"","Calock PLUS 5/25","[Amlodipine ;  Atenolol]","Medimet Pharmaceuticals ",""
"","Calock PLUS 5/50","[Amlodipine ;  Atenolol]","Medimet Pharmaceuticals ",""
"","Calpin Plus 50","[Amlodipine ;  Atenolol]","Globe Pharmaceuticals ",""
"","Camlodin 5/25","[Amlodipine ;  Atenolol]","Square Pharmaceuticals ",""
"","Camlodin PLUS 5/50","[Amlodipine ;  Atenolol]","Square Pharmaceuticals ",""
"","Cardipin PLUS 5/50","[Amlodipine ;  Atenolol]","Renata ",""
"","Cardosia Plus","[Amlodipine ;  Atenolol]","Pharmasia ",""
"","Combicard 5/50","[Amlodipine ;  Atenolol]","Healthcare Pharmaceuticals ",""
"","CVnor A 5/50","[Amlodipine ;  Atenolol]","Navana Pharmaceuticals ",""
"","Dipicard 10","[Amlodipine ;  Atenolol]","Leon Pharmaceuticals ",""
"","Dipicard 5","[Amlodipine ;  Atenolol]","Leon Pharmaceuticals ",""
"","Dipicard-25","[Amlodipine ;  Atenolol]","Peoples Pharma ",""
"","Diplor PLUS 5/25","[Amlodipine ;  Atenolol]","Ibn Sina Pharmaceutical",""
"","Diplor PLUS 5/50","[Amlodipine ;  Atenolol]","Ibn Sina Pharmaceutical",""
"","Emlon PLUS 5/50","[Amlodipine ;  Atenolol]","Bio Pharma Laboratories ",""
"","Fixocard 5/25","[Amlodipine ;  Atenolol]","Incepta Pharmaceuticals ",""
"","Fixocard 5/50","[Amlodipine ;  Atenolol]","Incepta Pharmaceuticals ",""
"","Hipre PLUS 5/50","[Amlodipine ;  Atenolol]","Pacific Pharmaceuticals ",""
"","Imped Plus-25","[Amlodipine ;  Atenolol]","Rephco Pharmaceuticals ",""
"","Imped Plus-50","[Amlodipine ;  Atenolol]","Rephco Pharmaceuticals ",""
"","Locard PLUS 5/50","[Amlodipine ;  Atenolol]","Jayson Pharmaceuticals ",""
"","Lodicard 5/50","[Amlodipine ;  Atenolol]","Aristopharma ",""
"","Lopin Plus 5/25","[Amlodipine ;  Atenolol]","Edruc ",""
"","Pristin OL 5/50","[Amlodipine ;  Atenolol]","Novo Healthcare and Pharma ",""
"","Sidoplus 5/25","[Amlodipine ;  Atenolol]","Eskayef Bangladesh",""
"","Sidoplus 5/50","[Amlodipine ;  Atenolol]","Eskayef Bangladesh",""
"","Tenocab 5/25","[Amlodipine ;  Atenolol]","ACI ltd.",""
"","Tenocab 5/50","[Amlodipine ;  Atenolol]","ACI ltd.",""
"","Tenodin 25/5","[Amlodipine ;  Atenolol]","Asiatic Laboratories ",""
"","Tenodin 50/5","[Amlodipine ;  Atenolol]","Asiatic Laboratories ",""
"","Tenopin","[Amlodipine ;  Atenolol]","Sharif Pharmaceuticals ",""
"","Vasopin PLUS 5/50","[Amlodipine ;  Atenolol]","Silva Pharmaceuticals ",""
"","Vesocal PLUS 5/50","[Amlodipine ;  Atenolol]","Rangs Pharmaceuticals ",""
"","Advast","[Amlodipine ; Atorvastatin]","Alco Pharma ",""
"","Amdova","[Amlodipine ; Atorvastatin]","Beximco Pharmaceuticals ",""
"","Amitor 5/10","[Amlodipine ; Atorvastatin]","Opsonin Pharma ",""
"","Amlip","[Amlodipine ; Atorvastatin]","Eskayef Bangladesh",""
"","Amovast","[Amlodipine ; Atorvastatin]","Beacon Pharmaceuticals ",""
"","ATV Plus","[Amlodipine ; Atorvastatin]","Delta Pharma ",""
"","Camlotor 5/10","[Amlodipine ; Atorvastatin]","Square Pharmaceuticals ",""
"","Carditor 5/10","[Amlodipine ; Atorvastatin]","Orion Pharma ",""
"","Cardual 5/10","[Amlodipine ; Atorvastatin]","ACI ltd.",""
"","Divastin Plus","[Amlodipine ; Atorvastatin]","Drug International Ltd.",""
"","Lipichek","[Amlodipine ; Atorvastatin]","General Pharmaceuticals ",""
"","Lipigent Plus","[Amlodipine ; Atorvastatin]","Pacific Pharmaceuticals ",""
"","Lipiva Plus","[Amlodipine ; Atorvastatin]","Leon Pharmaceuticals ",""
"","Lipiva Plus","[Amlodipine ; Atorvastatin]","Leon Pharmaceuticals ",""
"","Locol Plus","[Amlodipine ; Atorvastatin]","Popular Pharmaceuticals ",""
"","Raklopin-AT 5/10","[Amlodipine ; Atorvastatin]","RAK Pharmaceuticals ",""
"","Syncard","[Amlodipine ; Atorvastatin]","Incepta Pharmaceuticals ",""
"","Trovastin 5/10","[Amlodipine ; Atorvastatin]","Renata ",""
"","Amdopril 10/20","[Amlodipine ; Benazepril Hydrochloride]","Beximco Pharmaceuticals ",""
"","Amdopril 2.5/10","[Amlodipine ; Benazepril Hydrochloride]","Beximco Pharmaceuticals ",""
"","Amdopril 5/10","[Amlodipine ; Benazepril Hydrochloride]","Beximco Pharmaceuticals ",""
