brand_id,brand_name,brand_manufacturer,brand_generic
,Ambolyt,Incepta Pharmaceuticals ,[Ambroxol]
,Amboral,Pharmadesh Laboratories ,[Ambroxol]
,Ambosil,Silva Pharmaceuticals ,[Ambroxol]
,Amboten,Eskayef Bangladesh,[Ambroxol]
,Amboten PD,Eskayef Bangladesh,[Ambroxol]
,Amboxol,Kumudini Pharma ,[Ambroxol]
,Ambozin,Rephco Pharmaceuticals ,[Ambroxol]
,Ambozin SR,Rephco Pharmaceuticals ,[Ambroxol]
,Ambronil,Orion Pharma ,[Ambroxol]
,Ambrosol,Popular Pharmaceuticals ,[Ambroxol]
,Ambrotil,Amico Laboratories ,[Ambroxol]
,Ambrox,Square Pharmaceuticals ,[Ambroxol]
,Ambrox SR 75,Square Pharmaceuticals ,[Ambroxol]
,Ambroxol,Bio Pharma Laboratories ,[Ambroxol]
,Ambroxol,Kumudini Pharma ,[Ambroxol]
,Ambroxol SR,Bio Pharma Laboratories ,[Ambroxol]
,Ambryl,RAK Pharmaceuticals ,[Ambroxol]
,Ambryl SF,RAK Pharmaceuticals ,[Ambroxol]
,Amsiv,Delta Pharma ,[Ambroxol]
,Aroxol PD,Healthcare Pharmaceuticals ,[Ambroxol]
,Bilco,Doctor's Chemicals Works ,[Ambroxol]
,Boxol,Opsonin Pharma ,[Ambroxol]
,Broculyt,NIPRO JMI Pharma ,[Ambroxol]
,Bronchosil,Apollo Pharmaceutical Laboratories ,[Ambroxol]
,Brox,Navana Pharmaceuticals ,[Ambroxol]
,Broxidil,Ziska Pharmaceuticals ,[Ambroxol]
,Broxolin,Jayson Pharmaceuticals ,[Ambroxol]
,Broxolit,Pacific Pharmaceuticals ,[Ambroxol]
,Dilyt,Novo Healthcare and Pharma ,[Ambroxol]
,Femex,Globe Pharmaceuticals ,[Ambroxol]
,Kufflin,Desh Pharmaceuticals ,[Ambroxol]
,Leucofil,Leon Pharmaceuticals ,[Ambroxol]
,Lytex,Ibn Sina Pharmaceutical,[Ambroxol]
,Lytex SR,Ibn Sina Pharmaceutical,[Ambroxol]
,Mbroxol,Benham Pharmaceuticals ,[Ambroxol]
,Mubrox,Hallmark Pharmaceuticals ,[Ambroxol]
,Mucobrox,Somatec Pharmaceuticals ,[Ambroxol]
,Mucosol,Beximco Pharmaceuticals ,[Ambroxol]
,Mucovan,Ad din Pharmaceuticals ,[Ambroxol]
,Myrox,ACI ltd.,[Ambroxol]
,Myrox S,ACI ltd.,[Ambroxol]
,Neobrox,Concord Pharmaceuticals ,[Ambroxol]
,Nexol,Aristopharma ,[Ambroxol]
,Prokof,Everest Pharmaceuticals ,[Ambroxol]
,Recof,Renata ,[Ambroxol]
,Remap,Monicopharma ,[Ambroxol]
,Resol,Sharif Pharmaceuticals ,[Ambroxol]
,Rixol,Medicon Pharmaceuticals ,[Ambroxol]
,Roxal,Edruc ,[Ambroxol]
,Seebrox,Seema Pharmaceuticals ,[Ambroxol]
,X-Cold,Acme Laboratories ,[Ambroxol]
,Amibac,Popular Pharmaceuticals ,[Amikacin]
,Amikacin IV/IM,Apex Pharmaceuticals ,[Amikacin]
,Amikin,Incepta Pharmaceuticals ,[Amikacin]
,Amimax,Bio Pharma Laboratories ,[Amikacin]
,Amistar IM/IV inj,Square Pharmaceuticals ,[Amikacin]
,Cinamak,Techno Drugs ,[Amikacin]
,Kacin,ACI ltd.,[Amikacin]
,Mikacin,Aristopharma ,[Amikacin]
,Psudonil,Drug International Ltd.,[Amikacin]
,Amizide,Sanofi Aventis,[Amiloride Hydrochloride ; Hydrochlorothiazide]
,Kaltide,ACI ltd.,[Amiloride Hydrochloride ; Hydrochlorothiazide]
,Amilac IV,Bio Pharma Laboratories ,[Amino Acids 5 % & 10%]
,Aminomax Gold IV,Globe Pharmaceuticals ,[Amino Acids 5 % & 10%]
,"Aminosin 				",Ibn Sina Pharmaceutical,[Amino Acids 5 % & 10%]
,"Aminosin Plus 	 		 	",Ibn Sina Pharmaceutical,[Amino Acids 5 % & 10%]
,Aminosol 5 IV,Opso Saline ,[Amino Acids 5 % & 10%]
,Aminosol gold VI 10%,Opso Saline ,[Amino Acids 5 % & 10%]
,"Aminosyn 10% 			 	 	",Unimed & Unihealth Manufacturers ,[Amino Acids 5 % & 10%]
,Amisol gold VI 10%,Popular Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Amisol IV,Popular Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Clinosol,Opsonin Pharma ,[Amino Acids 5 % & 10%]
,Esamin IV,Monicopharma ,[Amino Acids 5 % & 10%]
,Nutrilive IV,Healthcare Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Nutrimin IV,Beximco Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Powersol IV,General Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Proliv IV,Orion Infusion ,[Amino Acids 5 % & 10%]
,Prosol IV,Incepta Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Protinex gold VI 10%,Eskayef Bangladesh,[Amino Acids 5 % & 10%]
,Protinex IV,Eskayef Bangladesh,[Amino Acids 5 % & 10%]
,Repotyn 5% IV,ACI ltd.,[Amino Acids 5 % & 10%]
,Repotyn max VI 10%,ACI ltd.,[Amino Acids 5 % & 10%]
,Unisol VI 5%,Ziska Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Xemocid IV,Beacon Pharmaceuticals ,[Amino Acids 5 % & 10%]
,Clinosol Gold IV,Opsonin Pharma ,[Amino Acids 7 % ; Glucose and Electrolytes 10 %]
,Nutrimin-D IV,Beximco Pharmaceuticals ,[Amino Acids 7 % ; Glucose and Electrolytes 10 %]
,Powersol Plus IV,General Pharmaceuticals ,[Amino Acids 7 % ; Glucose and Electrolytes 10 %]
,Proliv Plus IV,Orion Infusion ,[Amino Acids 7 % ; Glucose and Electrolytes 10 %]
,Caprolex,Techno Drugs ,[Aminocaproic Acid]
,Caprolisin,Pacific Pharmaceuticals ,[Aminocaproic Acid]
,E-Capro,Edruc ,[Aminocaproic Acid]
,Hemolysin,Chemist Laboratories ,[Aminocaproic Acid]
,Minocap,ACI ltd.,[Aminocaproic Acid]
,Aminophylline,Ambee Pharmaceuticals ,[Aminophylline]
,Aminophylline,Bristol Pharma ,[Aminophylline]
,Aminophylline,Chemist Laboratories ,[Aminophylline]
,Aminophyllinum Retard,Novartis,[Aminophylline]
,Brolin Retard,Delta Pharma ,[Aminophylline]
,Filin,Opsonin Pharma ,[Aminophylline]
,Indophyllin,Indobangla Pharmaceuticals,[Aminophylline]
,Larnox LA,Beximco Pharmaceuticals ,[Aminophylline]
,Minomal R,Pacific Pharmaceuticals ,[Aminophylline]
,Minomal-R SR,Pacific Pharmaceuticals ,[Aminophylline]
,Cardiron,Drug International Ltd.,[Amiodarone Hydrochloride]
,Cordarone,Sanofi Aventis,[Amiodarone Hydrochloride]
,Pacet,Beximco Pharmaceuticals ,[Amiodarone Hydrochloride]
,Amilin,Opsonin Pharma ,[Amitriptyline Hydrochloride]
,Amit,General Pharmaceuticals ,[Amitriptyline Hydrochloride]
,Amitriptyline,Glaxo SmithKline Bangladesh ,[Amitriptyline Hydrochloride]
,Amtylin,Edruc ,[Amitriptyline Hydrochloride]
,Trip,Medicon Pharmaceuticals ,[Amitriptyline Hydrochloride]
,Tryptin,Square Pharmaceuticals ,[Amitriptyline Hydrochloride]
,Amlex,ACI ltd.,[Amlexanox]
,Apsol,Square Pharmaceuticals ,[Amlexanox]
,Sorex,Eskayef Bangladesh,[Amlexanox]
,Aloten 5/25,Kemiko Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Aloten Forte,Kemiko Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Amdin PLUS 5/50,Alco Pharma ,[Amlodipine ;  Atenolol]
,Amdocal PLUS 5/25,Beximco Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Amdocal PLUS 5/50,Beximco Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Amicard PLUS 5/50,Aexim Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Amlobet 5/50,Sun Pharmaceutical,[Amlodipine ;  Atenolol]
,Amlocard PLUS 5/25,Drug International Ltd.,[Amlodipine ;  Atenolol]
,Amlocard PLUS 5/50,Drug International Ltd.,[Amlodipine ;  Atenolol]
,Amlosin PLUS,Doctor's Chemicals Works ,[Amlodipine ;  Atenolol]
,Amloten 5/25,Acme Laboratories ,[Amlodipine ;  Atenolol]
,Amloten 5/50,Acme Laboratories ,[Amlodipine ;  Atenolol]
,Amlovas PLUS 5/50,Popular Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Amocal AT 5/25,Opsonin Pharma ,[Amlodipine ;  Atenolol]
,Amocal AT 5/50,Opsonin Pharma ,[Amlodipine ;  Atenolol]
,Ampil Plus 5/25,White Horse Pharma,[Amlodipine ;  Atenolol]
,Ampre Plus,Kumudini Pharma ,[Amlodipine ;  Atenolol]
,Amtinol Plus,Euro Pharma ,[Amlodipine ;  Atenolol]
,Angical 25,Apex Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Angical 50,Apex Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Atepine 5/50,Pharmadesh Laboratories ,[Amlodipine ;  Atenolol]
,Atezen Plus,Zenith Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Betacal 5/50,Orion Pharma ,[Amlodipine ;  Atenolol]
,Betanol-A 25,Sanofi Aventis,[Amlodipine ;  Atenolol]
,Betanol-A 50,Sanofi Aventis,[Amlodipine ;  Atenolol]
,Bpnol PLUS 5/50,Delta Pharma ,[Amlodipine ;  Atenolol]
,Calbeta 5/25,Unimed & Unihealth Manufacturers ,[Amlodipine ;  Atenolol]
,Calbeta 5/50,Unimed & Unihealth Manufacturers ,[Amlodipine ;  Atenolol]
,Calchek PLUS 5/50,General Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Calock PLUS 5/25,Medimet Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Calock PLUS 5/50,Medimet Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Calpin Plus 50,Globe Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Camlodin 5/25,Square Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Camlodin PLUS 5/50,Square Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Cardipin PLUS 5/50,Renata ,[Amlodipine ;  Atenolol]
,Cardosia Plus,Pharmasia ,[Amlodipine ;  Atenolol]
,Combicard 5/50,Healthcare Pharmaceuticals ,[Amlodipine ;  Atenolol]
,CVnor A 5/50,Navana Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Dipicard 10,Leon Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Dipicard 5,Leon Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Dipicard-25,Peoples Pharma ,[Amlodipine ;  Atenolol]
,Diplor PLUS 5/25,Ibn Sina Pharmaceutical,[Amlodipine ;  Atenolol]
,Diplor PLUS 5/50,Ibn Sina Pharmaceutical,[Amlodipine ;  Atenolol]
,Emlon PLUS 5/50,Bio Pharma Laboratories ,[Amlodipine ;  Atenolol]
,Fixocard 5/25,Incepta Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Fixocard 5/50,Incepta Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Hipre PLUS 5/50,Pacific Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Imped Plus-25,Rephco Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Imped Plus-50,Rephco Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Locard PLUS 5/50,Jayson Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Lodicard 5/50,Aristopharma ,[Amlodipine ;  Atenolol]
,Lopin Plus 5/25,Edruc ,[Amlodipine ;  Atenolol]
,Pristin OL 5/50,Novo Healthcare and Pharma ,[Amlodipine ;  Atenolol]
,Sidoplus 5/25,Eskayef Bangladesh,[Amlodipine ;  Atenolol]
,Sidoplus 5/50,Eskayef Bangladesh,[Amlodipine ;  Atenolol]
,Tenocab 5/25,ACI ltd.,[Amlodipine ;  Atenolol]
,Tenocab 5/50,ACI ltd.,[Amlodipine ;  Atenolol]
,Tenodin 25/5,Asiatic Laboratories ,[Amlodipine ;  Atenolol]
,Tenodin 50/5,Asiatic Laboratories ,[Amlodipine ;  Atenolol]
,Tenopin,Sharif Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Vasopin PLUS 5/50,Silva Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Vesocal PLUS 5/50,Rangs Pharmaceuticals ,[Amlodipine ;  Atenolol]
,Advast,Alco Pharma ,[Amlodipine ; Atorvastatin]
,Amdova,Beximco Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Amitor 5/10,Opsonin Pharma ,[Amlodipine ; Atorvastatin]
,Amlip,Eskayef Bangladesh,[Amlodipine ; Atorvastatin]
,Amovast,Beacon Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,ATV Plus,Delta Pharma ,[Amlodipine ; Atorvastatin]
,Camlotor 5/10,Square Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Carditor 5/10,Orion Pharma ,[Amlodipine ; Atorvastatin]
,Cardual 5/10,ACI ltd.,[Amlodipine ; Atorvastatin]
,Divastin Plus,Drug International Ltd.,[Amlodipine ; Atorvastatin]
,Lipichek,General Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Lipigent Plus,Pacific Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Lipiva Plus,Leon Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Locol Plus,Popular Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Raklopin-AT 5/10,RAK Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Syncard,Incepta Pharmaceuticals ,[Amlodipine ; Atorvastatin]
,Trovastin 5/10,Renata ,[Amlodipine ; Atorvastatin]
,Amdopril 10/20,Beximco Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Amdopril 2.5/10,Beximco Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Amdopril 5/10,Beximco Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Amdopril 5/20,Beximco Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Amlozep 5/10,Beacon Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Amocal BZ 2.5/10,Opsonin Pharma ,[Amlodipine ; Benazepril Hydrochloride]
,Amocal BZ 5/10,Opsonin Pharma ,[Amlodipine ; Benazepril Hydrochloride]
,Amocal BZ 5/20,Opsonin Pharma ,[Amlodipine ; Benazepril Hydrochloride]
,Benadip 10/20,Incepta Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Benadip 2.5/10,Incepta Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Benadip 5/10,Incepta Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Benadip 5/20,Incepta Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Cacetor 2.5/10,ACI ltd.,[Amlodipine ; Benazepril Hydrochloride]
,Cacetor 5/10,ACI ltd.,[Amlodipine ; Benazepril Hydrochloride]
,Cacetor 5/20,ACI ltd.,[Amlodipine ; Benazepril Hydrochloride]
,Camlopril 10/20,Square Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Camlopril 2.5/10,Square Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Camlopril 5/10,Square Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Camlopril Plus,Square Pharmaceuticals ,[Amlodipine ; Benazepril Hydrochloride]
,Lodiben 2.5/10,Eskayef Bangladesh,[Amlodipine ; Benazepril Hydrochloride]
,Lodiben 5/10,Eskayef Bangladesh,[Amlodipine ; Benazepril Hydrochloride]
,Lodiben 5/20,Eskayef Bangladesh,[Amlodipine ; Benazepril Hydrochloride]
,Abecab 5/20,ACI ltd.,[Amlodipine ; Olmesartan Medoxomil]
,Abecab 5/40,ACI ltd.,[Amlodipine ; Olmesartan Medoxomil]
,Amlosart 5/20,Square Pharmaceuticals ,[Amlodipine ; Olmesartan Medoxomil]
,Bizoran,Beximco Pharmaceuticals ,[Amlodipine ; Olmesartan Medoxomil]
,Calnor 5/20,Opsonin Pharma ,[Amlodipine ; Olmesartan Medoxomil]
,Camlosart 5/40,Square Pharmaceuticals ,[Amlodipine ; Olmesartan Medoxomil]
,Disartan,Drug International Ltd.,[Amlodipine ; Olmesartan Medoxomil]
,Duopres 5/20,Incepta Pharmaceuticals ,[Amlodipine ; Olmesartan Medoxomil]
,Duopres 5/40,Incepta Pharmaceuticals ,[Amlodipine ; Olmesartan Medoxomil]
,Olmezest AM,Sun Pharmaceutical,[Amlodipine ; Olmesartan Medoxomil]
,Tenivasc 5/20,Unimed & Unihealth Manufacturers ,[Amlodipine ; Olmesartan Medoxomil]
,Cardotel,Pharmasia ,[Amlodipine ; Telmisartan]
,Telamlo,Unimed & Unihealth Manufacturers ,[Amlodipine ; Telmisartan]
,Amlosartan 10/160,Incepta Pharmaceuticals ,[Amlodipine ; Valsartan]
,Amlosartan 5/160,Incepta Pharmaceuticals ,[Amlodipine ; Valsartan]
,Amlosartan 5/80,Incepta Pharmaceuticals ,[Amlodipine ; Valsartan]
,Amlovas VS 160/10,Popular Pharmaceuticals ,[Amlodipine ; Valsartan]
,Amlovas VS 160/5,Popular Pharmaceuticals ,[Amlodipine ; Valsartan]
,Amlovas VS 5/80,Popular Pharmaceuticals ,[Amlodipine ; Valsartan]
,AV-10,Drug International Ltd.,[Amlodipine ; Valsartan]
,AV-5,Drug International Ltd.,[Amlodipine ; Valsartan]
,Avodil VL 10/320,Opsonin Pharma ,[Amlodipine ; Valsartan]
,Avodil VL 160/5,Opsonin Pharma ,[Amlodipine ; Valsartan]
,Avodil VL 320/5,Opsonin Pharma ,[Amlodipine ; Valsartan]
,Avodil VL 5,Opsonin Pharma ,[Amlodipine ; Valsartan]
,Camoval 5/160,Square Pharmaceuticals ,[Amlodipine ; Valsartan]
,Camoval 5/80,Square Pharmaceuticals ,[Amlodipine ; Valsartan]
,Co-Disys 160/5,Healthcare Pharmaceuticals ,[Amlodipine ; Valsartan]
,Co-Disys 80/5,Healthcare Pharmaceuticals ,[Amlodipine ; Valsartan]
,Co-valtin 5/80,Acme Laboratories ,[Amlodipine ; Valsartan]
,Co-valtin 5/160,Acme Laboratories ,[Amlodipine ; Valsartan]
,Exforge 10/ 160,Novartis,[Amlodipine ; Valsartan]
,Exforge 5/ 160,Novartis,[Amlodipine ; Valsartan]
,Exforge 5/80,Novartis,[Amlodipine ; Valsartan]
,Reovan A 160/5,RAK Pharmaceuticals ,[Amlodipine ; Valsartan]
,Reovan A 80/5,RAK Pharmaceuticals ,[Amlodipine ; Valsartan]
,Amdin,Alco Pharma ,[Amlodipine]
,Amdocal,Beximco Pharmaceuticals ,[Amlodipine]
,Amdoper,Hallmark Pharmaceuticals ,[Amlodipine]
,Amdopin,Ziska Pharmaceuticals ,[Amlodipine]
,Amlo,Pharmadesh Laboratories ,[Amlodipine]
,Amlocard,Drug International Ltd.,[Amlodipine]
,Amlopin,Acme Laboratories ,[Amlodipine]
,Amlosin,Doctor's Chemicals Works ,[Amlodipine]
,Amlosun,Sun Pharmaceutical,[Amlodipine]
,Amlotab 5,Incepta Pharmaceuticals ,[Amlodipine]
,Amlovas,Popular Pharmaceuticals ,[Amlodipine]
,Amlowide,Beacon Pharmaceuticals ,[Amlodipine]
,Amo,Delta Pharma ,[Amlodipine]
,Amocal,Opsonin Pharma ,[Amlodipine]
,Ampil,White Horse Pharma,[Amlodipine]
,Ampre,Kumudini Pharma ,[Amlodipine]
,Amtinol,Euro Pharma ,[Amlodipine]
,Cab,ACI ltd.,[Amlodipine]
,Calchek,General Pharmaceuticals ,[Amlodipine]
,Calock,Medimet Pharmaceuticals ,[Amlodipine]
,Calpin,Globe Pharmaceuticals ,[Amlodipine]
,Calpress,Asiatic Laboratories ,[Amlodipine]
,Calvase,Unimed & Unihealth Manufacturers ,[Amlodipine]
,Camlodin,Square Pharmaceuticals ,[Amlodipine]
,Canvas-5,Apex Pharmaceuticals ,[Amlodipine]
,Cardipin,Renata ,[Amlodipine]
,Cardolab 5,Labaid Pharmaceuticals ,[Amlodipine]
,Cardosia,Pharmasia ,[Amlodipine]
,CCB,Orion Pharma ,[Amlodipine]
,Cordil,Techno Drugs ,[Amlodipine]
,CVnor,Navana Pharmaceuticals ,[Amlodipine]
,Dipine,Bristol Pharma ,[Amlodipine]
,Diplor,Ibn Sina Pharmaceutical,[Amlodipine]
,Dopin,Medicon Pharmaceuticals ,[Amlodipine]
,Emlon,Bio Pharma Laboratories ,[Amlodipine]
,G-Amlodipine,Gonoshasthaya Pharmaceuticals ,[Amlodipine]
,Hipre,Pacific Pharmaceuticals ,[Amlodipine]
,Hypoten,Cosmic Chemical Industries ,[Amlodipine]
,Imped,Rephco Pharmaceuticals ,[Amlodipine]
,Ipin,Chemist Laboratories ,[Amlodipine]
,Locard,Jayson Pharmaceuticals ,[Amlodipine]
,Lodipin-5,Aristopharma ,[Amlodipine]
,Lopin,Edruc ,[Amlodipine]
,Mcard,Apex Pharmaceuticals ,[Amlodipine]
,M-Card,Zenith Pharmaceuticals ,[Amlodipine]
,Nelod,Kemiko Pharmaceuticals ,[Amlodipine]
,Nopidin,Ad din Pharmaceuticals ,[Amlodipine]
,Pristin,Novo Healthcare and Pharma ,[Amlodipine]
,Raklopin,RAK Pharmaceuticals ,[Amlodipine]
,Sidopin,Eskayef Bangladesh,[Amlodipine]
,Vasopin,Silva Pharmaceuticals ,[Amlodipine]
,Vesocal,Rangs Pharmaceuticals ,[Amlodipine]
,Xelcard,Healthcare Pharmaceuticals ,[Amlodipine]
,Demox,Desh Pharmaceuticals ,[Amoxicillin :(Pedriatric Dose)]
,Helicon KIT,General Pharmaceuticals ,[Amoxicillin ; Clarithromycin ; Lansoprazole]
,Pylotrip,Square Pharmaceuticals ,[Amoxicillin ; Clarithromycin ; Lansoprazole]
,Pylocure,Opsonin Pharma ,[Amoxicillin ; Clarithromycin ; Rabeprazole Sodium]
,Amoclav 0.6 IV,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoclav 1 gm,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoclav 1.2 IV,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoclav 125/31,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoclav 375,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoclav 625,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoclav FORTE,Techno Drugs ,[Amoxicillin ; Clavulanic Acid]
,Amoxiclav 375,Jams Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Clamox,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clamox 1.2gm,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clamox 125/31,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clamox 1gm,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clamox 375,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clamox 625,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clamox DS,Opsonin Pharma ,[Amoxicillin ; Clavulanic Acid]
,Clavoxil 375,Renata ,[Amoxicillin ; Clavulanic Acid]
,Clavoxil 625,Renata ,[Amoxicillin ; Clavulanic Acid]
,Demoxiclave,Drug International Ltd.,[Amoxicillin ; Clavulanic Acid]
,Demoxiclave Forte,Drug International Ltd.,[Amoxicillin ; Clavulanic Acid]
,Demoxiclave-375,Drug International Ltd.,[Amoxicillin ; Clavulanic Acid]
,Demoxiclave-625,Drug International Ltd.,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav 1gm,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav 375,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav 600,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav 625,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav Bid,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Fimoxyclav-1200 I.V,Sanofi Aventis,[Amoxicillin ; Clavulanic Acid]
,Moxaclav 1.2 IV,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Moxaclav 125/31,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Moxaclav 1gm,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Moxaclav 375,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Moxaclav 625,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Moxaclav Forte,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Moxaclav-600,Square Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Tyclav 1gm,Beximco Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Tyclav 375,Beximco Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Tyclav 625,Beximco Pharmaceuticals ,[Amoxicillin ; Clavulanic Acid]
,Almoxil,Aexim Pharmaceuticals ,[Amoxicillin]
,Ambeexin,Ambee Pharmaceuticals ,[Amoxicillin]
,Amocap,Sonear Laboratories ,[Amoxicillin]
,Amocil,Syntho Laboratories ,[Amoxicillin]
,Amocin,Pacific Pharmaceuticals ,[Amoxicillin]
,Amotid,Bio Pharma Laboratories ,[Amoxicillin]
,Amotid F,Bio Pharma Laboratories ,[Amoxicillin]
,Amox,Doctor's Chemicals Works ,[Amoxicillin]
,Amoxi,Renata ,[Amoxicillin]
,Amoxic,Cosmo Pharma Laboratories ,[Amoxicillin]
,Amoxicap,Renata ,[Amoxicillin]
,Amoxicon,Medicon Pharmaceuticals ,[Amoxicillin]
,Amoxima,Modern Pharmaceuticals ,[Amoxicillin]
,Amoxipan,Salton Pharmaceuticals ,[Amoxicillin]
,Amoxirak,RAK Pharmaceuticals ,[Amoxicillin]
,Amoxizen,Zenith Pharmaceuticals ,[Amoxicillin]
,Amoxizen DS,Zenith Pharmaceuticals ,[Amoxicillin]
,Amoxon,Jayson Pharmaceuticals ,[Amoxicillin]
,AMX,NIPRO JMI Pharma ,[Amoxicillin]
,Antif,Rangs Pharmaceuticals ,[Amoxicillin]
,Apimox,Apollo Pharmaceutical Laboratories ,[Amoxicillin]
,Apoxy,Apex Pharmaceuticals ,[Amoxicillin]
,Apoxy DS,Apex Pharmaceuticals ,[Amoxicillin]
,Aristomox,Aristopharma ,[Amoxicillin]
,Avlomox,ACI ltd.,[Amoxicillin]
,Avlomox DS,ACI ltd.,[Amoxicillin]
,Bactamox,Renata ,[Amoxicillin]
,Bactamox IM/IV,Renata ,[Amoxicillin]
,Benoxil,Benham Pharmaceuticals ,[Amoxicillin]
,Benoxil DS,Benham Pharmaceuticals ,[Amoxicillin]
,Bpmox,Bristol Pharma ,[Amoxicillin]
,Brodamox,Cosmic Chemical Industries ,[Amoxicillin]
,Brodamox DS,Cosmic Chemical Industries ,[Amoxicillin]
,Cemoxin,Central Pharmaceutical ,[Amoxicillin]
,Demox,Desh Pharmaceuticals ,[Amoxicillin]
,Demoxil,Drug International Ltd.,[Amoxicillin]
,Demoxil DS,Drug International Ltd.,[Amoxicillin]
,Dopen,Hallmark Pharmaceuticals ,[Amoxicillin]
,E Mox,Edruc ,[Amoxicillin]
,Elimox,Elixir,[Amoxicillin]
